_step,_timestamp,mixture/stage,mixture/weight/c00q0,mixture/weight/c00q1,mixture/weight/c00q2,mixture/weight/c00q3,mixture/weight/c00q4,mixture/weight/c01q0,mixture/weight/c01q1,mixture/weight/c01q2,mixture/weight/c01q3,mixture/weight/c01q4,mixture/weight/c02q0,mixture/weight/c02q1,mixture/weight/c02q2,mixture/weight/c02q3,mixture/weight/c02q4,mixture/weight/c03q0,mixture/weight/c03q1,mixture/weight/c03q2,mixture/weight/c03q3,mixture/weight/c03q4,mixture/weight/c04q0,mixture/weight/c04q1,mixture/weight/c04q2,mixture/weight/c04q3,mixture/weight/c04q4,mixture/weight/c05q0,mixture/weight/c05q1,mixture/weight/c05q2,mixture/weight/c05q3,mixture/weight/c05q4,mixture/weight/c06q0,mixture/weight/c06q1,mixture/weight/c06q2,mixture/weight/c06q3,mixture/weight/c06q4,mixture/weight/c07q0,mixture/weight/c07q1,mixture/weight/c07q2,mixture/weight/c07q3,mixture/weight/c07q4,mixture/weight/c08q0,mixture/weight/c08q1,mixture/weight/c08q2,mixture/weight/c08q3,mixture/weight/c08q4,mixture/weight/c09q0,mixture/weight/c09q1,mixture/weight/c09q2,mixture/weight/c09q3,mixture/weight/c09q4,mixture/weight/c10q0,mixture/weight/c10q1,mixture/weight/c10q2,mixture/weight/c10q3,mixture/weight/c10q4,mixture/weight/c11q0,mixture/weight/c11q1,mixture/weight/c11q2,mixture/weight/c11q3,mixture/weight/c11q4,mixture/weight/c12q0,mixture/weight/c12q1,mixture/weight/c12q2,mixture/weight/c12q3,mixture/weight/c12q4,mixture/weight/c13q0,mixture/weight/c13q1,mixture/weight/c13q2,mixture/weight/c13q3,mixture/weight/c13q4,mixture/weight/c14q0,mixture/weight/c14q1,mixture/weight/c14q2,mixture/weight/c14q3,mixture/weight/c14q4,mixture/weight/c15q0,mixture/weight/c15q1,mixture/weight/c15q2,mixture/weight/c15q3,mixture/weight/c15q4,mixture/weight/c16q0,mixture/weight/c16q1,mixture/weight/c16q2,mixture/weight/c16q3,mixture/weight/c16q4,mixture/weight/c17q0,mixture/weight/c17q1,mixture/weight/c17q2,mixture/weight/c17q3,mixture/weight/c17q4,mixture/weight/c18q0,mixture/weight/c18q1,mixture/weight/c18q2,mixture/weight/c18q3,mixture/weight/c18q4,mixture/weight/c19q0,mixture/weight/c19q1,mixture/weight/c19q2,mixture/weight/c19q3,mixture/weight/c19q4,mixture/weight/c20q0,mixture/weight/c20q1,mixture/weight/c20q2,mixture/weight/c20q3,mixture/weight/c20q4,mixture/weight/c21q0,mixture/weight/c21q1,mixture/weight/c21q2,mixture/weight/c21q3,mixture/weight/c21q4,mixture/weight/c22q0,mixture/weight/c22q1,mixture/weight/c22q2,mixture/weight/c22q3,mixture/weight/c22q4,mixture/weight/c23q0,mixture/weight/c23q1,mixture/weight/c23q2,mixture/weight/c23q3,mixture/weight/c23q4,mixture/weight/c24q0,mixture/weight/c24q1,mixture/weight/c24q2,mixture/weight/c24q3,mixture/weight/c24q4,mixture/weight/c25q0,mixture/weight/c25q1,mixture/weight/c25q2,mixture/weight/c25q3,mixture/weight/c25q4,mixture/weight/c26q0,mixture/weight/c26q1,mixture/weight/c26q2,mixture/weight/c26q3,mixture/weight/c26q4,mixture/weight/c27q0,mixture/weight/c27q1,mixture/weight/c27q2,mixture/weight/c27q3,mixture/weight/c27q4,mixture/weight/c28q0,mixture/weight/c28q1,mixture/weight/c28q2,mixture/weight/c28q3,mixture/weight/c28q4,mixture/weight/c29q0,mixture/weight/c29q1,mixture/weight/c29q2,mixture/weight/c29q3,mixture/weight/c29q4,mixture/weight/c30q0,mixture/weight/c30q1,mixture/weight/c30q2,mixture/weight/c30q3,mixture/weight/c30q4,mixture/weight/c31q0,mixture/weight/c31q1,mixture/weight/c31q2,mixture/weight/c31q3,mixture/weight/c31q4,mixture/weight/c32q0,mixture/weight/c32q1,mixture/weight/c32q2,mixture/weight/c32q3,mixture/weight/c32q4,mixture/weight/c33q0,mixture/weight/c33q1,mixture/weight/c33q2,mixture/weight/c33q3,mixture/weight/c33q4,mixture/weight/c34q0,mixture/weight/c34q1,mixture/weight/c34q2,mixture/weight/c34q3,mixture/weight/c34q4,mixture/weight/c35q0,mixture/weight/c35q1,mixture/weight/c35q2,mixture/weight/c35q3,mixture/weight/c35q4,mixture/weight/c36q0,mixture/weight/c36q1,mixture/weight/c36q2,mixture/weight/c36q3,mixture/weight/c36q4,mixture/weight/c37q0,mixture/weight/c37q1,mixture/weight/c37q2,mixture/weight/c37q3,mixture/weight/c37q4,mixture/weight/c38q0,mixture/weight/c38q1,mixture/weight/c38q2,mixture/weight/c38q3,mixture/weight/c38q4,mixture/weight/c39q0,mixture/weight/c39q1,mixture/weight/c39q2,mixture/weight/c39q3,mixture/weight/c39q4
0,1787192041.888872,0,4.657781023742572e-06,0.0007184357297040817,0.002602803981068838,0.002810726482773107,0.0016477762685675908,0.0022803736811443797,0.0036808527566434684,0.008726981887680509,0.01301496127689069,0.014361600415145179,3.0303038536783957e-07,0.0008472156407459004,0.0028729797648702413,0.004105917904873365,0.004088788167121571,0.0018826190119875916,0.011915033705240411,0.012080141374429674,0.01851523058095303,0.01202283660000979,2.9204710028867354e-06,4.328652277267757e-05,0.0017714769009877704,0.0010718321044844816,0.0002373816845042323,0.0001312944764405151,0.0005892177967031256,0.002517540491797274,0.005957641824990624,0.0038506430303828997,9.253188519587419e-07,0.00013420909477312597,0.0006037080648207912,0.002775558393116949,0.0022840650352161187,0.00015083635699640691,0.0022447890486730925,0.005499162797225034,0.0048346574351497565,0.0011097049070322048,6.724907572512987e-07,6.833558483947343e-05,0.0004965447205005339,0.0007522864854578539,0.0010596117808349679,4.5947496454384823e-07,0.00015434786947842897,0.0003663623520555321,0.0005418294733299486,0.0001340439729092041,5.4299042170018924e-05,0.0005389917575464029,0.0008703460758917977,0.0006971937371526945,0.0002816435018346034,0.00011783691780257072,0.0012055160092796825,0.0029756562587130346,0.0025446805789360446,0.0007693020496087476,0.00023009917245425096,0.0036588480410794477,0.008273018712948181,0.008576739164400231,0.002348854198580396,2.559431085671627e-07,0.000984904103482284,0.0026938444534345706,0.006452087705521961,0.0030013052239362395,0.0008356887575139126,0.011194759197376447,0.030649643560001365,0.029716661861730952,0.006109815788109703,1.5960793971957205e-06,6.936092003753897e-05,0.0001787478943861243,0.00016725782222399264,0.0004945550657652987,0.0003525051691219295,0.0014568298755704549,0.0033244351758833597,0.003843600750931313,0.001539970079327709,0.003949499122566095,0.009674116740342275,0.016263162004841934,0.012607687793318677,0.0033824391194361893,0.000233399482189189,0.0018057058156785344,0.0031206119264203754,0.0015584047146373187,0.000906481207014994,1.0128149355567996e-06,6.683363617887667e-05,0.0015610636311792765,0.001155181240365188,0.0003903050334939668,0.00012115835131426237,0.0024714795053417857,0.006209068324291419,0.0038155585287796513,0.004711992480262858,0.0005482167048254554,0.0042449534478931905,0.012397658326119571,0.014576385618088437,0.005948693902249813,9.168930566858917e-10,0.00027256864693817094,0.002103050832668554,0.0037190169168248256,0.0012912554412801934,0.0006416204947429,0.004597690816786221,0.009056798720245104,0.011382330724991292,0.008409825271521489,0.0016322547970521225,0.007136736498207779,0.012841664604841724,0.008879790704922846,0.00444546377717531,0.004635515524798585,0.013258033534158739,0.020163487790522554,0.013669133249077123,0.005611736389858158,9.516944941247181e-06,6.016356364400208e-05,0.0014103913313235138,0.002361094399765011,0.003161649363242902,2.5177859220692896e-06,0.00016058230061304147,0.0007498998638154222,0.001104602168712472,0.0004327307678969406,7.812509326906936e-06,0.008888886367012995,0.02405333611979344,0.03802287858402519,0.018711821899663722,0.002149752742210957,0.003129536859377473,0.00835890485894095,0.010500478151405049,0.00931933152274223,1.8652534227587742e-05,0.0022837170501009336,0.009328032302343863,0.028221153020210853,0.04803145960777991,4.334057953999076e-06,5.9601258350045635e-05,0.00017586944648875064,0.0002746111999009793,0.00014577787325232422,0.0007136505256735389,0.0045099746514738175,0.026141650241727765,0.04450200321731646,0.016875220648844554,3.411070480690687e-06,0.0002772489791129311,0.0007385664006372913,0.0011629232791306957,0.002023538567240513,1.245696241383385e-05,0.0007382218474434698,0.00218754634638701,0.0025021047233287643,0.0013182830402255212,0.00016649323585395654,0.002482646285970441,0.003929582515164753,0.0027156767426812613,0.0010751475653295393,0.0001534391711590151,0.0007236854341080764,0.0012842009507608339,0.0006846358870045223,0.00026312092217819583,7.969174439870716e-05,0.0006535472325841923,0.002572059057803403,0.004118954831594311,0.003473013771131674,0.002057907933149083,0.005553239423110693,0.01772380308053663,0.021593077349081634,0.021799164609110327,0.00032115808280051925,0.0038778214668993083,0.019672854719764106,0.009670879620160997,0.00926282363840342
