_step,_timestamp,train/router/bias_max,train/router/bias_min,train/router/capacity_overflow_rate_mean,train/router/layer_0/capacity_overflow_rate,train/router/layer_0/load_balancing_loss,train/router/layer_0/margin_max,train/router/layer_0/margin_min,train/router/layer_0/router_z_loss,train/router/layer_0/routing_entropy,train/router/layer_1/capacity_overflow_rate,train/router/layer_1/load_balancing_loss,train/router/layer_1/margin_max,train/router/layer_1/margin_min,train/router/layer_1/router_z_loss,train/router/layer_1/routing_entropy,train/router/layer_2/capacity_overflow_rate,train/router/layer_2/load_balancing_loss,train/router/layer_2/margin_max,train/router/layer_2/margin_min,train/router/layer_2/router_z_loss,train/router/layer_2/routing_entropy,train/router/layer_46/capacity_overflow_rate,train/router/layer_46/load_balancing_loss,train/router/layer_46/margin_max,train/router/layer_46/margin_min,train/router/layer_46/router_z_loss,train/router/layer_46/routing_entropy,train/router/layer_47/capacity_overflow_rate,train/router/layer_47/load_balancing_loss,train/router/layer_47/margin_max,train/router/layer_47/margin_min,train/router/layer_47/router_z_loss,train/router/layer_47/routing_entropy,train/router/margin_max,train/router/margin_min,train/router/receiver_overflow_rate_mean,train/router/router_z_loss,train/router/routing_entropy_mean,train/router/sender_overflow_rate_mean,train/router/z_loss_logging_only
322,1787214573.89796,5.06386661529541,-12.49846076965332,0.025693479925394058,0.007906513288617134,8.087730407714844,7.7685546875,-2.69921875,33.16603088378906,5.937790393829346,0.007832055911421776,8.101184844970703,6.2587890625,-3.001953125,32.23344802856445,5.939810276031494,0.006099001970142126,8.199471473693848,6.25732421875,-3.50390625,31.681692123413086,5.94196891784668,0.035924531519412994,8.371082305908203,14.7734375,-10.28125,18.380691528320312,5.928165435791016,0.03842681646347046,8.556432723999023,14.3359375,-10.921875,17.244394302368164,5.925684928894043,14.970703125,-10.921875,0.01498233713209629,18.738073348999023,5.9332075119018555,0.010711142793297768,18.738073348999023
371,1787215499.862796,7.031351566314697,-12.140493392944336,0.02539568766951561,0.013512717559933662,8.047813415527344,9.4173583984375,-3.3671875,32.01868438720703,5.938678741455078,0.009068562649190426,8.135966300964355,7.6875,-4.02734375,31.372270584106445,5.942166328430176,0.008561787195503712,8.226780891418457,8.76171875,-4.8671875,31.405698776245117,5.942966461181641,0.03701915591955185,8.276311874389648,11.4375,-14.234375,7.616881847381592,5.929176330566406,0.03692112863063812,8.217254638671875,11.5,-15.6875,7.526985168457031,5.931103706359863,13.765625,-15.6875,0.012128597125411034,15.733019828796387,5.935399532318115,0.013267090544104576,15.733019828796387
377,1787215614.1188223,7.282247543334961,-12.26624870300293,0.025121912360191345,0.016027111560106277,8.067893981933594,9.552734375,-3.431640625,31.809646606445312,5.93707275390625,0.006678437814116478,8.161397933959961,7.8671875,-4.14453125,31.224557876586914,5.9419264793396,0.007370718754827976,8.324039459228516,8.994140625,-5.0234375,31.39188575744629,5.942996978759766,0.03464694693684578,8.541037559509277,12.140625,-14.671875,6.978457450866699,5.930771350860596,0.034813933074474335,8.292552947998047,11.0625,-16.40625,6.60962438583374,5.9316182136535645,13.359375,-16.40625,0.011452360078692436,15.456572532653809,5.935301780700684,0.013669553212821484,15.456572532653809
381,1787215689.3336651,7.466993808746338,-12.266425132751465,0.02640967071056366,0.015022489242255688,8.080463409423828,9.71484375,-3.3857421875,31.664306640625,5.938150405883789,0.007216502446681261,8.173864364624023,8.015625,-4.21484375,31.132558822631836,5.942447662353516,0.006703163031488657,8.29607105255127,9.1484375,-5.1328125,31.38005828857422,5.943243503570557,0.03498225286602974,8.452598571777344,11.71875,-15.296875,6.543171405792236,5.9298787117004395,0.032550614327192307,8.377958297729492,11.28515625,-16.9375,6.088671684265137,5.931272983551025,13.375,-16.9375,0.012713303789496422,15.277667045593262,5.934223175048828,0.013696367852389812,15.277667045593262
424,1787216522.1795979,9.533211708068848,-11.722000122070312,0.023564597591757774,0.014658614061772823,8.089722633361816,10.01171875,-3.8828125,30.11452293395996,5.934591293334961,0.008325113914906979,8.216638565063477,9.1875,-5.2265625,30.12423324584961,5.941424369812012,0.00676838681101799,8.387893676757812,10.65625,-6.0703125,31.376699447631836,5.943863868713379,0.030154412612318993,8.349654197692871,12.4375,-20.0625,4.246840476989746,5.937392234802246,0.03039330057799816,8.278867721557617,12.130859375,-22.875,3.92181658744812,5.9388227462768555,13.703125,-22.875,0.00849754549562931,14.566143035888672,5.937900543212891,0.015067051164805889,14.566143035888672
440,1787220676.6648571,10.311820030212402,-12.13302230834961,0.02146281860768795,0.016201971098780632,7.99965763092041,11.236572265625,-4.140625,29.818389892578125,5.936705589294434,0.009082677774131298,8.114316940307617,9.5234375,-5.7421875,29.812210083007812,5.943545341491699,0.005894287023693323,8.240018844604492,10.9990234375,-6.458984375,31.260711669921875,5.94550895690918,0.029561135917901993,7.960315704345703,12.921875,-21.625,4.000861644744873,5.940189361572266,0.029050972312688828,7.899437427520752,13.15625,-25.265625,3.730656147003174,5.941020488739014,14.421875,-25.265625,0.006160793825984001,14.741155624389648,5.940733909606934,0.015302024781703949,14.741155624389648
505,1787222320.993272,13.624515533447266,-13.314360618591309,0.024167973548173904,0.01673722267150879,7.520163536071777,11.3310546875,-5.16796875,27.52274513244629,5.927973747253418,0.008325138129293919,8.04273796081543,10.487548828125,-6.578125,28.023168563842773,5.943062782287598,0.008710861206054688,8.180252075195312,11.65625,-8.578125,30.514970779418945,5.943891525268555,0.03011239692568779,8.014997482299805,15.375,-28.78125,3.0701498985290527,5.940964698791504,0.0311477929353714,8.149742126464844,17.5,-34.359375,3.295506238937378,5.940389156341553,17.5,-34.359375,0.007087156176567078,15.652578353881836,5.94183349609375,0.017080815508961678,15.652578353881836
510,1787222415.080805,13.814043998718262,-13.265643119812012,0.025757312774658203,0.019476640969514847,7.410099029541016,11,-5.3203125,27.18072509765625,5.922464370727539,0.01159656886011362,8.012645721435547,10.578125,-6.64453125,27.881149291992188,5.940610408782959,0.007918396033346653,8.172636985778809,11.7265625,-8.796875,30.471172332763672,5.94388484954834,0.03197074681520462,7.759975433349609,15.640625,-29,3.1185028553009033,5.941722869873047,0.03383951634168625,7.7570343017578125,17.65625,-35.03125,3.3508388996124268,5.940968990325928,17.65625,-35.03125,0.00854523479938507,15.744503021240234,5.941648006439209,0.017212077975273132,15.744503021240234
511,1787222433.94234,13.875323295593262,-13.311003684997559,0.023961171507835388,0.017301034182310104,7.400333404541016,10.9375,-5.3515625,27.10593605041504,5.924298286437988,0.011184330098330975,8.006806373596191,10.591796875,-6.64453125,27.84999656677246,5.941134452819824,0.01045728288590908,8.17498779296875,11.755859375,-9.0859375,30.43890380859375,5.942935943603516,0.029040485620498657,7.998527526855469,15.5625,-29.28125,3.0406155586242676,5.941905975341797,0.028503835201263428,8.055893898010254,17.90625,-35.1875,3.2890777587890625,5.94258451461792,17.90625,-35.1875,0.00646927347406745,15.741226196289062,5.942152976989746,0.0174918994307518,15.741226196289062
526,1787222719.122444,14.438056945800781,-13.46120834350586,0.02479466423392296,0.01792726293206215,7.469451427459717,9.869140625,-5.5546875,26.13980484008789,5.9247636795043945,0.014124499633908272,7.923673629760742,10.9775390625,-6.703125,27.53890609741211,5.936079502105713,0.008662169799208641,8.151857376098633,12.099609375,-9.384765625,30.44925308227539,5.943704605102539,0.03175996616482735,7.54768180847168,15.671875,-30.3125,3.0059726238250732,5.9417033195495605,0.030678626149892807,7.561698913574219,19.21875,-37.09375,3.347841501235962,5.942905902862549,19.21875,-37.09375,0.007323244120925665,15.838854789733887,5.9422221183776855,0.017471421509981155,15.838854789733887
530,1787222794.189014,14.562825202941895,-13.43918514251709,0.02447589300572872,0.01411713007837534,7.560688018798828,9.59375,-5.65625,25.928672790527344,5.927210807800293,0.016033301129937172,7.916110038757324,11.1083984375,-6.71875,27.482900619506836,5.934034824371338,0.010176263749599457,8.181468963623047,12.201171875,-9.765625,30.39520263671875,5.94317102432251,0.033387284725904465,7.2116594314575195,16.171875,-30.84375,3.1530110836029053,5.940165042877197,0.03291294723749161,7.115428924560547,19.1875,-37.53125,3.5362026691436768,5.940635681152344,19.1875,-37.53125,0.0069249775260686874,15.882883071899414,5.942277431488037,0.017550915479660034,15.882883071899414
583,1787223818.9324436,16.37855339050293,-13.931747436523438,0.023874957114458084,0.01798001304268837,7.831376075744629,9.328125,-6.59375,23.980382919311523,5.919416427612305,0.01487700268626213,7.728907585144043,11.9453125,-7.80224609375,26.362951278686523,5.932175636291504,0.01947321929037571,7.699917793273926,11.734375,-10.1796875,28.917736053466797,5.93189811706543,0.024547528475522995,7.9950103759765625,17.84375,-35.375,3.0468153953552246,5.945883750915527,0.02451080083847046,7.964849472045898,23.5,-41.4375,3.7470297813415527,5.945816516876221,23.5,-41.4375,0.005887472536414862,15.552397727966309,5.943026542663574,0.017987484112381935,15.552397727966309
621,1787224582.638855,17.374576568603516,-13.812809944152832,0.02461264096200466,0.018971173092722893,7.863608360290527,9.390625,-6.640625,22.84562110900879,5.918561935424805,0.018091391772031784,7.756193161010742,14.72265625,-8.2376708984375,26.359588623046875,5.928623199462891,0.015163099393248558,7.870587348937988,8.85546875,-10.734375,27.125280380249023,5.933605194091797,0.030830632895231247,7.406538963317871,19.78125,-37.34375,3.297858953475952,5.942032814025879,0.028378980234265327,7.561657905578613,26.3125,-41.34375,4.25359582901001,5.9426374435424805,26.3125,-41.34375,0.005940360017120838,14.148677825927734,5.9422430992126465,0.018672281876206398,14.148677825927734
627,1787225139.8549132,17.50197410583496,-14.535130500793457,0.025643423199653625,0.025189584121108055,7.96621036529541,9.412109375,-6.6015625,22.667266845703125,5.910162925720215,0.013006784953176975,7.795971393585205,14.83203125,-8.2943115234375,26.340892791748047,5.931801795959473,0.018135111778974533,8.005690574645996,9.08203125,-10.6875,27.117937088012695,5.932205677032471,0.032612573355436325,7.251547336578369,20.6875,-37.359375,3.333282232284546,5.940438270568848,0.031056759878993034,7.329893112182617,27.109375,-41.09375,4.32351541519165,5.940676689147949,27.109375,-41.09375,0.006805725395679474,13.759742736816406,5.941399574279785,0.01883769780397415,13.759742736816406
670,1787226018.8098843,18.12948226928711,-12.827649116516113,0.023181673139333725,0.0220445916056633,8.053237915039062,9.44921875,-6.58984375,21.76090431213379,5.920253276824951,0.01377169694751501,7.671185493469238,13.0625,-7.99609375,24.524065017700195,5.92905330657959,0.01658385992050171,7.900723457336426,9.9228515625,-11.609375,27.03961753845215,5.932209491729736,0.02763906493782997,7.909631252288818,22.59375,-38.75,3.421149730682373,5.944949150085449,0.02563231997191906,7.808125019073486,31.25,-41.140625,4.572758674621582,5.945247650146484,31.25,-41.140625,0.004646420944482088,10.5826416015625,5.94333553314209,0.018535252660512924,10.5826416015625
680,1787226220.9825463,18.12619400024414,-12.578926086425781,0.0251094251871109,0.027596523985266685,7.885968208312988,9.7626953125,-6.5224609375,21.604305267333984,5.9119648933410645,0.023490117862820625,7.612720489501953,11.9560546875,-8.24609375,23.726511001586914,5.920620918273926,0.020454686135053635,7.95167350769043,10.0703125,-11.78125,26.91652488708496,5.926113128662109,0.025094591081142426,8.09006118774414,22.59375,-39,3.4756453037261963,5.945598602294922,0.027720484882593155,8.064539909362793,31.375,-40.65625,4.683859825134277,5.944240570068359,31.375,-40.65625,0.006130386143922806,9.927482604980469,5.942586421966553,0.018979039043188095,9.927482604980469
688,1787226383.6353743,18.059629440307617,-12.30280876159668,0.02367495559155941,0.023378465324640274,7.719735145568848,9.58984375,-6.54296875,21.35515022277832,5.916713714599609,0.021125486120581627,7.683180809020996,11,-8.390625,23.174753189086914,5.920450210571289,0.019155770540237427,7.900979518890381,10.17578125,-11.900390625,26.955434799194336,5.928342819213867,0.026516467332839966,8.172564506530762,23.15625,-38.90625,3.478745222091675,5.944868087768555,0.025042835623025894,8.051408767700195,32.34375,-40.4375,4.7263503074646,5.94488525390625,32.34375,-40.4375,0.004872441291809082,9.449533462524414,5.943243980407715,0.018802516162395477,9.449533462524414
694,1787226503.7462516,18.128490447998047,-12.076136589050293,0.02271617203950882,0.020270172506570816,7.7481842041015625,9.30859375,-6.60546875,21.023693084716797,5.918503761291504,0.02192658558487892,7.701507568359375,10.21875,-8.484375,22.755779266357422,5.918646335601807,0.019545603543519974,7.8899030685424805,10.3515625,-11.9775390625,26.974742889404297,5.929109573364258,0.02625937946140766,8.23316764831543,22.96875,-39.25,3.4453811645507812,5.945185661315918,0.024799928069114685,8.255887985229492,32.5625,-40.421875,4.664406776428223,5.945193767547607,32.5625,-40.421875,0.004202080890536308,9.069400787353516,5.943575859069824,0.01851409301161766,9.069400787353516
696,1787226544.3257673,18.122936248779297,-11.991316795349121,0.021732576191425323,0.019100788980722427,7.662890434265137,9.36328125,-6.585693359375,20.930908203125,5.918461799621582,0.019830122590065002,8.012341499328613,10.01171875,-8.4453125,22.637588500976562,5.920392036437988,0.018076449632644653,7.837977409362793,10.458984375,-12,26.95068359375,5.930535316467285,0.025460487231612206,8.217472076416016,23.2109375,-39.1875,3.4520933628082275,5.945188045501709,0.023298202082514763,8.250151634216309,32.3125,-40.234375,4.742523670196533,5.945384979248047,32.3125,-40.234375,0.003300484037026763,8.960001945495605,5.943950653076172,0.018432091921567917,8.960001945495605
718,1787226992.2097237,17.999788284301758,-11.687610626220703,0.022632166743278503,0.02058868110179901,7.816714286804199,9.5234375,-6.884765625,20.03801918029785,5.911415100097656,0.024300627410411835,7.73930549621582,9.83984375,-8.529296875,21.506362915039062,5.924630165100098,0.019161725416779518,7.78895902633667,11.24609375,-12.03125,26.467716217041016,5.927968502044678,0.024023359641432762,7.713259696960449,24.125,-40.3125,3.9086620807647705,5.945282936096191,0.021839812397956848,7.849499702453613,33.84375,-39.71875,5.447718143463135,5.945683479309082,33.84375,-40.3125,0.004486135672777891,7.778905391693115,5.94325065612793,0.018146034330129623,7.778905391693115
733,1787227293.7723572,17.819520950317383,-11.689803123474121,0.022975828498601913,0.02594011090695858,7.992580890655518,10.1796875,-6.779296875,19.71604347229004,5.906151294708252,0.02165990322828293,7.953502178192139,9.73828125,-8.2578125,20.958223342895508,5.921968936920166,0.018156632781028748,7.760942459106445,11.76318359375,-12.0771484375,26.35721206665039,5.927516937255859,0.02444889396429062,7.817643165588379,24.84375,-40.21875,3.9542529582977295,5.94636869430542,0.02274252101778984,7.8705925941467285,35.03125,-39.96875,5.501534938812256,5.9463276863098145,35.03125,-40.21875,0.004461384378373623,7.061373710632324,5.943245887756348,0.018514443188905716,7.061373710632324
773,1787228101.4730601,17.592939376831055,-11.982641220092773,0.023970264941453934,0.0332394577562809,7.874021530151367,9.93115234375,-6.3486328125,19.215911865234375,5.8969316482543945,0.024421188980340958,7.7910990715026855,9.578125,-7.814453125,19.613170623779297,5.9202775955200195,0.015962468460202217,7.674053192138672,12.23046875,-12.05029296875,24.524717330932617,5.932083606719971,0.025503775104880333,7.742819786071777,26.65625,-40.6875,4.364317417144775,5.945095539093018,0.02161031775176525,7.711978912353516,36.96875,-40.765625,6.058591842651367,5.9453840255737305,36.96875,-40.765625,0.005413472186774015,5.4830732345581055,5.942451000213623,0.01855679228901863,5.4830732345581055
810,1787229274.080978,17.746231079101562,-12.173006057739258,0.02184153161942959,0.029272792860865593,8.08964729309082,10.3515625,-6.458984375,17.84683609008789,5.89908504486084,0.018095824867486954,7.881507396697998,9.44921875,-7.91015625,18.34648323059082,5.931005477905273,0.01596037484705448,7.561497688293457,12.466796875,-11.95166015625,20.83191680908203,5.9357428550720215,0.025237934663891792,7.76848030090332,27.546875,-41.484375,4.794426441192627,5.944221496582031,0.024202214553952217,7.8141279220581055,37.50390625,-41.234375,6.810210704803467,5.94371223449707,37.50390625,-41.9375,0.004397380165755749,4.253681659698486,5.94373083114624,0.017444150522351265,4.253681659698486
839,1787234063.099987,17.877357482910156,-10.827651023864746,0.022665243595838547,0.025648687034845352,7.5976080894470215,9.720703125,-6.65234375,16.800148010253906,5.9086079597473145,0.022070452570915222,7.349411487579346,9.28125,-8.328125,16.827350616455078,5.924628257751465,0.020262591540813446,7.320709705352783,11.14453125,-11.9140625,17.706464767456055,5.930588722229004,0.02508905529975891,8.132224082946777,27.47265625,-41.875,4.993921279907227,5.945311069488525,0.021352021023631096,8.153507232666016,38.15625,-41.265625,7.149510860443115,5.945034027099609,38.15625,-42.71875,0.004824506118893623,3.8630824089050293,5.943314552307129,0.017840735614299774,3.8630824089050293
906,1787235328.8134084,18.233240127563477,-9.381651878356934,0.022846564650535583,0.029512306675314903,7.79052734375,10.0234375,-8.0234375,14.500422477722168,5.903233528137207,0.03227285295724869,7.852659702301025,9.720703125,-7.88671875,14.485758781433105,5.9053874015808105,0.0224391371011734,7.985994815826416,9.421875,-11.27734375,13.84192943572998,5.927252292633057,0.02238250896334648,8.199617385864258,28.5625,-43.0859375,5.758838176727295,5.945933818817139,0.020561639219522476,8.221837997436523,38.234375,-40.96875,8.914321899414062,5.946151256561279,38.234375,-43.515625,0.005142468959093094,4.043356895446777,5.942880153656006,0.01770409755408764,4.043356895446777
916,1787235517.5880058,18.216062545776367,-9.705114364624023,0.02366562746465206,0.030640169978141785,7.966308116912842,9.958984375,-8.1875,14.286808967590332,5.89723014831543,0.020818933844566345,7.829235076904297,9.54345703125,-7.9296875,14.190361022949219,5.914946556091309,0.01591629721224308,8.052777290344238,9.46875,-11.189453125,13.677032470703125,5.92943000793457,0.023755710572004318,7.799180030822754,29.62109375,-42.9609375,5.864073276519775,5.944035530090332,0.02242046408355236,7.7782135009765625,39.90625,-41.6484375,9.274120330810547,5.943248748779297,39.90625,-43.375,0.005900702439248562,4.057995796203613,5.9417724609375,0.017764925956726074,4.057995796203613
927,1787235725.3062763,18.468530654907227,-9.711764335632324,0.022394200786948204,0.029450561851263046,8.102729797363281,9.84375,-8.2265625,14.10644817352295,5.8983564376831055,0.02022380754351616,7.798456192016602,9.5,-8.1640625,13.85393238067627,5.915918827056885,0.019510949030518532,8.001585960388184,9.53125,-11.359375,13.463096618652344,5.92599630355835,0.021150842308998108,7.747754096984863,29.171875,-42.390625,5.951412200927734,5.945612907409668,0.01874590292572975,7.803314208984375,38.90625,-41.078125,9.317497253417969,5.945568561553955,38.90625,-43.125,0.004662846215069294,4.235177993774414,5.942666053771973,0.017731351777911186,4.235177993774414
